Status_group,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
not functional,Kalambo,Mtowisa,"31.77590462,-7.80467718",river/lake,0,250,1972,dry,15023080203WP36_451,good,gravity,1992,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Mtowisa,"31.77727476,-7.805353533",river/lake,0,150,1972,dry,15023080203WP37_452,good,gravity,1992,never pay,DWE,DWE,vwc,tap broken
not functional,Kalambo,Mtowisa,"31.77841668,-7.805770128",river/lake,0,230,1972,enough,15023080203WP38_453,good,gravity,1992,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Mtowisa,"31.77902765,-7.804666921",river/lake,0,150,1972,enough,15023080203WP39_454,good,gravity,1992,never pay,DWE,DWE,vwc,tap broken
not functional,Kalambo,Mtowisa,"31.78052567,-7.804146455",river/lake,0,250,1972,dry,15023080203WP40_455,good,gravity,1992,never pay,DWE,DWE,vwc,tap broken
not functional,Kalambo,Mtowisa,"31.7799078,-7.806376056",river/lake,0,300,1972,dry,15023080203WP41_456,good,gravity,1992,never pay,DWE,DWE,vwc,tap broken
not functional,Kalambo,Mtowisa,"31.68236778,-7.780649249",borehole,0,250,2004,enough,15023080203WP45_460,good,swn 80,2008,never pay,TASAF,DWE,vwc,pump broken
not functional,Kalambo,Mtowisa,"31.67955889,-7.783424381",borehole,0,270,2004,enough,15023080203WP47_462,good,swn 80,2005,never pay,TASAF,DWE,vwc,pump broken
not functional,Kalambo,Mtowisa,"31.82352663,-7.855698153",river/lake,0,200,1983,enough,15023080203WP01_416,good,gravity,2002,never pay,DWE,DWE,vwc,pipe broken
not functional,Nkasi,Mtenga,"31.19066792,-7.355645391",shallow well,0,1,2010,unknown,15033081021WP0021_41,unknown,other,unknown,unknown,Nk,DWE,unknown,under construction
not functional,Nkasi,Mtenga,"31.11262055,-7.369554017",borehole,2000,1,1984,enough,15033081021WP029_74,good,india mark ii,2011,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.10849128,-7.371388082",borehole,0,1,1984,unknown,15033081021WP030_78,unknown,other handpump,2005,unknown,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.11640811,-7.365892194",borehole,2000,1,1984,unknown,15033081021WP028_72,unknown,other handpump,1997,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.10907597,-7.373213806",borehole,2000,1,1984,unknown,15033081021WP031_80,unknown,other,1992,annually,NO,NORA,vwc,pump broken
not functional,Nkasi,Mtenga,"31.11382547,-7.365563879",borehole,2000,1,1984,unknown,15033081021WP027_70,unknown,india mark ii,2010,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.1127843,-7.372253377",borehole,2000,1,1984,enough,15033081021WP032_82,unknown,other handpump,2007,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.1103394,-7.365929492",borehole,2000,1,1984,unknown,15033081021WP026_68,unknown,other handpump,2009,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.02879241,-7.247964978",borehole,0,1,1984,enough,15033081021WP03_76,salty,india mark ii,2011,never pay,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.10951829,-7.363129289",borehole,2000,1,1984,unknown,15033081021WP025_66,unknown,other handpump,2005,annually,NO,NORA,vwc,pump broken
not functional,Nkasi,Mtenga,"31.10719889,-7.356750887",borehole,2000,1,1984,enough,15033081021WP024_64,good,other handpump,2008,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.10466066,-7.36406997",borehole,0,1,1984,unknown,15033081021WP023_62,unknown,other handpump,1994,never pay,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.13744347,-7.400149418",borehole,2000,1,1983,enough,15033081021WP035_88,good,india mark ii,2010,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.13427176,-7.411501151",borehole,2000,1,1983,enough,15033081021WP039_96,unknown,india mark ii,2011,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.09522399,-7.348858001",borehole,0,1,1984,unknown,15033081021WP019_54,unknown,other,1994,unknown,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.09647451,-7.346903407",borehole,0,1,1984,unknown,15033081021WP018_52,unknown,other,1990,unknown,NO,NORA,vwc,pump broken
not functional,Nkasi,Mtenga,"31.10002727,-7.347637595",borehole,0,1,1984,unknown,15033081021WP017_50,unknown,other,1995,unknown,NO,NORA,vwc,pump broken
not functional,Nkasi,Mtenga,"31.09524462,-7.342816245",borehole,0,1,1984,unknown,15033081021WP014_47,unknown,other,1992,never pay,NO,NORA,vwc,pump broken
not functional,Nkasi,Mtenga,"31.09418928,-7.345973305",borehole,0,1,1984,unknown,15033081021WP013_46,unknown,other handpump,2008,unknown,NO,NORA,vwc,source damaged
not functional,Nkasi,Mtenga,"31.08518913,-7.339239454",borehole,0,1,1984,enough,15033081021WP012_45,salty,other handpump,2007,never pay,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.04868424,-7.300056779",borehole,2000,1,1984,enough,15033081021WP09_119,salty,other,2008,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.19112024,-7.364359241",borehole,0,1,2011,unknown,15033081021WP0022_42,good,other,unknown,unknown,World Bank,CONS,vwc,under construction
not functional,Nkasi,Mtenga,"31.05555161,-7.302709476",borehole,0,1,1984,unknown,15033081021WP11_123,unknown,other,2002,unknown,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.14147114,-7.40667943",borehole,2000,1,1983,enough,15033081021WP042_102,unknown,india mark ii,2009,annually,NO,NORA,vwc,pump broken
not functional,Nkasi,Mtenga,"31.18980884,-7.480240463",borehole,3000,1,1983,unknown,15033081021WP045_105,unknown,india mark ii,2001,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.18458656,-7.472602457",borehole,0,1,1984,enough,15033081021WP049_109,unknown,other,1988,unknown,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.04262893,-7.286482158",borehole,0,1,1984,unknown,15033081021WP05_110,unknown,other,2006,unknown,NO,DWE,vwc,pump broken
not functional,Nkasi,Mtenga,"31.04592995,-7.290150632",borehole,2000,1,1984,enough,15033081021WP08_117,salty,india mark ii,2009,annually,NO,DWE,vwc,pump broken
not functional,Kalambo,Msanzi,"31.52648544,-8.113572928",river/lake,0,200,1985,enough,15023080031WP05_31,good,gravity,2008,on failure,Government of Tanzania,DWE,vwc,pipe broken
not functional,Kalambo,Msanzi,"31.53392845,-8.107855516",river/lake,0,200,1985,enough,15023080031WP02_28,good,gravity,2008,on failure,Government of Tanzania,DWE,vwc,pipe broken
not functional,Kalambo,Msanzi,"31.41667648,-8.045511478",borehole,2500,60,1991,dry,15023080031WP47_72,good,swn 80,2003,annually,RUDEP,RUDEP/,wua,pump broken
not functional,Kalambo,Msanzi,"31.44578776,-8.141226403",shallow well,0,150,2003,seasonal,15023080031WP56_81,good,nira/tanira,2010,never pay,TASAF,TASAF/,vwc,pump broken
not functional,Momba,Msanzi,"31.42500037,-8.037715436",borehole,2500,60,1991,enough,15023080031WP53_78,good,swn 80,2009,annually,RUDEP,RUDEP,wua,pump broken
not functional,Kalambo,Msanzi,"31.43529211,-8.147201439",borehole,0,500,2003,enough,15023080031WP59_84,good,india mark ii,2011,never pay,TASAF,TASAF/,vwc,pump broken
not functional,Kalambo,Msanzi,"31.52691225,-8.118435508",river/lake,0,225,1985,enough,15023080031WP09_35,good,gravity,2008,on failure,Government of Tanzania,DWE,vwc,pipe broken
not functional,Kalambo,Msanzi,"31.53192033,-8.107454476",river/lake,0,200,1985,enough,15023080031WP01_27,good,gravity,2008,on failure,Government of Tanzania,DWE,vwc,pipe broken
not functional,Kalambo,Msanzi,"31.5244119,-8.111328764",river/lake,0,300,1985,enough,15023080031WP04_30,good,gravity,2008,on failure,Government of Tanzania,DWE,vwc,pipe broken
not functional,Kalambo,Msanzi,"31.52893227,-8.116632364",river/lake,0,225,1985,enough,15023080031WP08_34,good,gravity,2008,on failure,Government of Tanzania,DWE,vwc,pipe broken
not functional,Kalambo,Msanzi,"31.43800481,-8.148295734",spring,0,500,2003,enough,15023080031WP60_85,good,gravity,2009,never pay,TASAF,TASAF/,vwc,pipe broken
not functional,Kalambo,Msanzi,"31.52398978,-8.114967989",river/lake,0,50,1985,enough,15023080031WP11_37,good,gravity,2008,on failure,Government of Tanzania,DWE,wug,pipe broken
not functional,Kalambo,Msanzi,"31.52444663,-8.113993697",river/lake,0,200,1985,enough,15023080031WP10_36,good,gravity,2008,on failure,Government of Tanzania,DWE,vwc,pipe broken
not functional,Kalambo,Msanzi,"31.52882776,-8.10681953",river/lake,0,230,1985,enough,15023080031WP03_29,good,gravity,2008,on failure,Government of Tanzania,DWE,vwc,pipe broken
not functional,Kalambo,Msanzi,"31.41913854,-8.042962328",borehole,2500,50,1991,seasonal,15023080031WP44_69,good,swn 80,2010,annually,RUDEP,RUDEP/,wua,pump broken
not functional,Kalambo,Msanzi,"31.41478167,-8.043548222",borehole,2500,50,1991,enough,15023080031WP45_70,good,swn 80,2003,on failure,RUDEP,RUDEP/,wua,pump broken
not functional,Kalambo,Msanzi,"31.52822531,-8.114756575",river/lake,0,150,1985,enough,15023080031WP06_32,good,gravity,2008,on failure,Government of Tanzania,DWE,vwc,pipe broken
not functional,Kalambo,Msanzi,"31.42407797,-8.039920469",borehole,2500,50,1991,enough,15023080031WP54_79,good,swn 80,2009,annually,RUDEP,RUDEP,wua,pump broken
not functional,Kalambo,Msanzi,"31.53235708,-8.115380339",river/lake,0,225,1985,enough,15023080031WP07_33,good,gravity,2008,on failure,Government of Tanzania,DWE,vwc,pipe broken
not functional,Kalambo,Msanzi,"31.52287654,-8.119455224",river/lake,0,50,1985,enough,15023080031WP12_38,good,gravity,2008,on failure,Government of Tanzania,DWE,wug,pipe broken
not functional,Kalambo,Msanda Muungano,"31.85752905,-8.111497029",river/lake,0,270,1980,enough,15023080184WP05_380,good,gravity,1990,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Msanda Muungano,"31.85924156,-8.112666152",river/lake,0,500,1980,enough,15023080184WP06_381,good,gravity,1990,never pay,DWE,DWE,vwc,tap broken
not functional,Kalambo,Msanda Muungano,"31.85521405,-8.110147668",river/lake,0,250,1980,enough,15023080184WP04_379,good,gravity,1990,never pay,DWE,DWE,vwc,tap broken
not functional,Kalambo,Msanda Muungano,"31.85463436,-8.109429439",river/lake,0,200,1980,enough,15023080184WP03_378,good,gravity,1990,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Msanda Muungano,"31.84686752,-8.108497741",river/lake,0,500,1980,enough,15023080184WP01_376,good,gravity,2008,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Msanda Muungano,"31.8258768,-8.053678123",river/lake,0,250,1982,enough,15023080184WP07_382,good,gravity,1990,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Msanda Muungano,"31.85425211,-8.109651405",river/lake,0,350,1980,enough,15023080184WP02_377,good,gravity,1990,never pay,DWE,DWE,vwc,pipe broken
not functional,Sumbawanga Rural,Mpui,"31.78738856,-8.349465634",shallow well,0,400,1992,dry,15023080161WP01_325,good,other,2006,never pay,DWE,DWE,vwc,source damaged
not functional,Sumbawanga Rural,Mpui,"31.81774569,-8.390234689",shallow well,0,400,1992,dry,15023080161WP22_346,good,other,1993,never pay,DWE,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mpui,"31.81876202,-8.388865883",shallow well,0,170,1992,enough,15023080161WP21_345,good,nira/tanira,2009,never pay,DWE,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mpui,"31.82015061,-8.387474088",shallow well,0,250,1992,insufficient,15023080161WP20_344,good,nira/tanira,2000,never pay,DWE,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mpui,"31.82144857,-8.388969242",shallow well,0,300,1992,insufficient,15023080161WP19_343,colored,other,1993,never pay,DWE,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mpui,"31.82719822,-8.391348015",shallow well,0,100,1991,dry,15023080161WP16_340,good,other,1994,never pay,DWE,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mpui,"31.82260476,-8.393097863",shallow well,0,120,1992,insufficient,15023080161WP18_342,good,other,2000,never pay,DWE,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mpui,"31.82755973,-8.394186637",shallow well,0,150,1992,insufficient,15023080161WP17_341,good,nira/tanira,1998,never pay,DWE,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mpui,"31.82439614,-8.389034465",shallow well,0,100,1992,insufficient,15023080161WP14_338,good,other,1993,never pay,DWE,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mpui,"31.82204306,-8.387673124",shallow well,0,120,1992,dry,15023080161WP13_337,good,other,2006,never pay,DWE,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mpui,"31.83600063,-8.355806668",borehole,0,607,2007,enough,15023080161WP11_335,good,india mark ii,2010,never pay,LCDG,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mpui,"31.83565469,-8.354270079",river/lake,0,250,1972,insufficient,15023080161WP10_334,good,gravity,2001,never pay,DWE,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Mpui,"31.83638207,-8.35178956",borehole,0,700,2007,enough,15023080161WP08_332,good,india mark ii,2009,never pay,LCDG,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mpui,"31.83836265,-8.351072704",river/lake,0,450,1972,insufficient,15023080161WP06_330,good,gravity,2000,never pay,DWE,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Mpui,"31.82471655,-8.390880263",shallow well,0,230,1992,dry,15023080161WP15_339,good,other,1993,never pay,DWE,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mpui,"31.84027577,-8.349382646",river/lake,0,400,1972,insufficient,15023080161WP04_328,good,gravity,2009,never pay,DWE,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mpui,"31.78287901,-8.350459101",shallow well,0,1000,1992,enough,15023080161WP02_326,good,other,1995,never pay,DWE,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mpui,"31.86597295,-8.31573321",shallow well,0,500,1992,enough,15023080161WP23_347,good,other,2009,never pay,DWE,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Mollo,"31.7082023,-8.034486121",shallow well,0,1230,1993,dry,15042016091WP11,good,india mark ii,2002,never pay,Norad,Norad,vwc,pump broken
not functional,Sumbawanga Urban,Mollo,"31.78632417,-7.989422813",river/lake,0,2300,1985,dry,15042016091WP07,good,other,1991,never pay,Norad,Norad,vwc,pump broken
not functional,Sumbawanga Urban,Mollo,"31.792165,-7.994426957",river/lake,0,1890,1985,dry,15042016091WP06,good,other,1991,never pay,Norad,Norad,vwc,pump broken
not functional,Sumbawanga Urban,Mollo,"31.7944698,-7.992751496",river/lake,0,1750,1985,dry,15042016091WP05,good,other,1991,never pay,Norad,Norad,vwc,pump broken
not functional,Sumbawanga Urban,Mollo,"31.79512349,-7.987516556",river/lake,0,550,1985,dry,15042016091WP04,good,other,1991,never pay,Norad,Norad,vwc,pump broken
not functional,Sumbawanga Urban,Mollo,"31.79249152,-7.984193683",river/lake,0,0,1985,dry,15042016091WP03,good,other,1991,never pay,Norad,Norad,vwc,pump broken
not functional,Sumbawanga Urban,Mollo,"31.79063586,-7.981748844",river/lake,0,650,1985,dry,15042016091WP02,good,other,1991,never pay,Norad,Norad,vwc,pump broken
not functional,Sumbawanga Urban,Mollo,"31.79095227,-7.98673189",river/lake,0,1450,1985,dry,15042016091WP01,good,other,1991,never pay,Norad,Norad,vwc,pump broken
not functional,Sumbawanga Urban,Mnamba,"31.67584222,-8.814209906",spring,0,750,1991,insufficient,1502308085WP01_631,good,other,1994,never pay,RC,RC,vwc,none
not functional,Nkasi,Mkwamba,"31.38273363,-7.564499066",river/lake,0,1,1978,unknown,15033081031WP09_138,unknown,submersible,1997,never pay,Nk,DWE,vwc,source damaged
not functional,Nkasi,Mkwamba,"31.38252461,-7.563466411",river/lake,0,1,1978,unknown,15033081031WP10_139,unknown,submersible,1997,never pay,Nk,DWE,vwc,source damaged
not functional,Nkasi,Mkwamba,"31.38078137,-7.563597871",river/lake,0,1,1978,unknown,15033081031WP11_140,unknown,submersible,1997,never pay,Nk,DWE,vwc,source damaged
not functional,Nkasi,Mkwamba,"31.37871004,-7.563051947",river/lake,0,1,1978,unknown,15033081031WP13_142,unknown,submersible,1997,never pay,Nk,DWE,vwc,source damaged
not functional,Nkasi,Mkwamba,"31.37896797,-7.565605825",river/lake,0,1,1978,unknown,15033081031WP16_145,unknown,submersible,1997,never pay,CO,DWE,vwc,source damaged
not functional,Nkasi,Mkwamba,"31.38105757,-7.562326651",borehole,0,1200,2004,enough,15033081031WP12_141,good,swn 80,2011,never pay,TA,Tanz,vwc,pipe broken
not functional,Nkasi,Mkwamba,"31.27693184,-7.311881306",shallow well,0,1,2008,enough,15033081031WP01_130,salty,swn 80,2010,unknown,DE,DWE,vwc,pump broken
not functional,Kalambo,Mkowe,"31.44311847,-8.276794762",borehole,0,200,1991,enough,1502308021WP12_483,good,other,1991,never pay,RUDEP,DWE,vwc,source damaged
not functional,Kalambo,Mkowe,"31.43965702,-8.272369606",borehole,0,250,1991,enough,1502308021WP01_472,good,other,2009,never pay,NORAD/RUDEP,DWE,vwc,pump broken
not functional,Kalambo,Mkowe,"31.44531171,-8.279103448",borehole,0,70,1991,dry,1502308021WP05_476,unknown,other,1993,never pay,RUDEP,DWE,vwc,pump broken
not functional,Kalambo,Mkowe,"31.35280779,-8.166958802",borehole,0,300,1991,dry,1502308021WP16_487,good,other,2002,never pay,RUDEP,DWE,vwc,pump broken
not functional,Kalambo,Mkowe,"31.36754793,-8.257877518",borehole,0,50,1991,enough,1502308021WP31_502,good,swn 80,2011,never pay,RUDEP,DWE,vwc,pump broken
not functional,Kalambo,Mkowe,"31.36186858,-8.248169604",borehole,0,150,1991,enough,1502308021WP26_497,good,swn 80,2011,never pay,RUDEP,DWE,vwc,pump broken
not functional,Kalambo,Mkali,"31.55005804,-8.294256524",river/lake,0,200,1972,enough,15023080043WP05_95,good,gravity,2009,never pay,DWE,DWE,vwc,tap poorly sited
not functional,Kalambo,Mkali,"31.58076456,-8.351286345",shallow well,0,500,2002,enough,15023080043WP06_97,good,nira/tanira,2010,never pay,DED,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mkali,"31.58005109,-8.417817036",borehole,0,230,1992,enough,15023080043WP07_99,good,other,2008,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mkali,"31.57478834,-8.419394675",borehole,0,300,1992,enough,15023080043WP09_103,good,other,2008,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mkali,"31.57280961,-8.412531903",borehole,0,300,1994,enough,15023080043WP10_105,good,other,2008,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mkali,"31.575229,-8.408637766",borehole,0,150,1992,enough,15023080043WP11_107,good,nira/tanira,2008,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mkali,"31.57693025,-8.4184693",shallow well,0,200,1992,enough,15023080043WP08_101,good,nira/tanira,2008,never pay,RUDEP,DWE,vwc,pump broken
not functional,Kalambo,Mkali,"31.55987964,-8.295952495",river/lake,0,50,1972,enough,15023080043WP02_89,good,gravity,2010,never pay,Gerald Tuseko gro,Gerald,wug,none
not functional,Kalambo,Mkali,"31.55383321,-8.293873961",river/lake,0,350,1972,enough,15023080043WP04_93,good,gravity,1990,never pay,DWE,DWE,vwc,tap broken
not functional,Kalambo,Milepa,"31.93594538,-8.069723476",river/lake,500,170,2008,enough,15023080211WP07_469,good,gravity,unknown,monthly,ADB,DWE,vwc,tap broken
not functional,Nkasi,Milanzi,"31.6029897,-8.052252467",spring,0,0,1984,dry,15042016111WP21,good,gravity,2007,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Milanzi,"31.58988518,-8.050069388",spring,0,0,1984,dry,15042016111WP28,good,gravity,2007,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Milanzi,"31.59399978,-8.050938085",spring,0,530,1984,dry,15042016111WP27,good,gravity,2007,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Milanzi,"31.59614577,-8.053382729",spring,0,0,1984,dry,15042016111WP26,good,gravity,2007,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Milanzi,"31.60056089,-8.045405622",spring,0,0,1984,dry,15042016111WP25,good,gravity,2007,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Milanzi,"31.59806402,-8.048208246",spring,0,500,1984,dry,15042016111WP24,good,gravity,2007,never pay,Norad,Norad,vwc,pipe broken
